,index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
310,310,2006.0,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,eng,Famous,4.45,134249.0,genre fiction,1412.17,847.302,4.99,330.0,Simon and Schuster Digital Sales Inc,283.0
311,311,2015.0,A Court of Thorns and Roses,Sarah J. Maas,eng,Excellent,4.29,167848.0,nonfiction,3650.19,2190.114,12.99,331.0,"Amazon Digital Services,  Inc.",281.0
312,312,2012.0,,E.L. James,,Excellent,4.13,,genre fiction,1387.22,0.0,4.99,333.0,"Amazon Digital Services,  Inc.",278.0
313,313,1989.0,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",eng,Excellent,4.21,105192.0,fiction,1097.25,658.35,3.99,335.0,Simon and Schuster Digital Sales Inc,275.0
314,314,2009.0,Smile,Raina Telgemeier,eng,Excellent,4.19,98628.0,genre fiction,2618.07,1570.842,9.59,336.0,HarperCollins Publishers,273.0
315,315,1950.0,,"George Orwell, Christopher Hitchens",eng,Excellent,4.26,116197.0,genre fiction,267.3,0.0,0.99,338.0,"Amazon Digital Services,  Inc.",270.0
316,316,1996.0,The Deep End of the Ocean,Jacquelyn Mitchard,en-US,Intermediate,3.84,102733.0,genre fiction,267.3,0.0,0.99,338.0,"Amazon Digital Services,  Inc.",270.0
317,317,2001.0,The Bonesetter's Daughter,,en-US,Intermediate,3.98,99926.0,nonfiction,263.34,0.0,0.99,340.0,"Amazon Digital Services,  Inc.",266.0
318,318,1999.0,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,eng,Intermediate,3.74,112733.0,genre fiction,997.5,,3.75,340.0,"Amazon Digital Services,  Inc.",266.0
319,319,2012.0,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,eng,Intermediate,3.75,110552.0,genre fiction,1719.85,1031.91,6.49,341.0,Hachette Book Group,265.0
320,320,1979.0,Flowers in the Attic,V.C. Andrews,eng,Intermediate,3.79,109063.0,children,1877.82,1126.692,7.14,342.0,"Amazon Digital Services,  Inc.",263.0
321,321,2016.0,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",eng,Excellent,4.32,116771.0,genre fiction,1041.39,0.0,3.99,343.0,"Amazon Digital Services,  Inc.",261.0
322,322,1990.0,Maniac Magee,Jerry Spinelli,eng,Intermediate,3.86,99831.0,genre fiction,777.4,0.0,2.99,344.0,"Amazon Digital Services,  Inc.",260.0
323,323,1999.0,Invisible Monsters,Chuck Palahniuk,eng,Intermediate,4.0,54937.0,genre fiction,771.42,462.852,2.99,345.0,Simon and Schuster Digital Sales Inc,258.0
324,324,1601.0,"Twelfth Night; or, What You Will",William Shakespeare,eng,Intermediate,3.97,119607.0,genre fiction,1527.45,916.47,5.99,347.0,Penguin Group (USA) LLC,255.0
325,325,2000.0,Gathering Blue,Lois Lowry,eng,Intermediate,3.8,114917.0,genre fiction,997.5,0.0,3.99,,"Amazon Digital Services,  Inc.",250.0
326,326,1978.0,The Westing Game,Ellen Raskin,eng,Excellent,4.03,117108.0,genre fiction,997.5,598.5,3.99,350.0,"Amazon Digital Services,  Inc.",250.0
327,327,2014.0,Red Rising,Pierce Brown,eng,Excellent,4.26,104939.0,genre fiction,246.51,147.906,0.99,351.0,"Amazon Digital Services,  Inc.",249.0
328,328,2008.0,The Way of Shadows,Brent Weeks,en-US,Excellent,4.15,109236.0,genre fiction,744.51,446.706,2.99,351.0,Random House LLC,249.0
329,329,1988.0,The Bean Trees,Barbara Kingsolver,eng,Intermediate,3.94,105032.0,children,1635.93,981.558,6.57,352.0,"Amazon Digital Services,  Inc.",249.0
330,330,2013.0,Walking Disaster,Jamie McGuire,eng,Excellent,4.23,,genre fiction,3221.52,0.0,12.99,353.0,"Amazon Digital Services,  Inc.",248.0
331,331,2014.0,Words of Radiance,Brandon Sanderson,eng,Famous,4.77,73572.0,genre fiction,741.52,444.912,2.99,354.0,HarperCollins Publishers,248.0
332,332,1988.0,Guess How Much I Love You,,en-US,Excellent,4.36,104690.0,genre fiction,738.53,0.0,2.99,,"Amazon Digital Services,  Inc.",247.0
333,333,2001.0,The Fiery Cross,Diana Gabaldon,eng,Excellent,4.26,103552.0,genre fiction,1141.14,684.684,4.62,,Penguin Group (USA) LLC,247.0
334,334,1978.0,Night Shift,"Stephen King, John D. MacDonald",en-GB,Intermediate,3.96,104248.0,genre fiction,244.53,146.718,0.99,356.0,"Amazon Digital Services,  Inc.",247.0
335,335,1974.0,Jaws,Peter Benchley,eng,Intermediate,3.96,102574.0,genre fiction,1227.54,736.524,4.99,357.0,Simon and Schuster Digital Sales Inc,246.0
336,336,2005.0,The History of Love,Nicole Krauss,eng,Intermediate,3.91,98379.0,genre fiction,977.55,0.0,3.99,359.0,"Amazon Digital Services,  Inc.",245.0
337,337,1945.0,Pippi LÃ¥ngstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",eng,Excellent,4.11,123065.0,genre fiction,977.55,586.53,3.99,360.0,"Amazon Digital Services,  Inc.",245.0
338,338,2006.0,L'Ã©lÃ©gance du hÃ©risson,"Muriel Barbery, Alison Anderson",eng,Intermediate,3.73,101669.0,genre fiction,1698.57,1019.142,6.99,363.0,Hachette Book Group,243.0
339,339,2005.0,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",eng,Excellent,4.3,102923.0,genre fiction,726.57,435.942,2.99,,"Amazon Digital Services,  Inc.",243.0
340,340,2010.0,Dead in the Family,Charlaine Harris,en-US,Intermediate,3.88,127379.0,genre fiction,1494.45,896.67,6.15,364.0,"Amazon Digital Services,  Inc.",243.0
341,341,1947.0,La peste,"Albert Camus, Stuart Gilbert",en-US,Intermediate,3.97,,genre fiction,965.58,0.0,3.99,366.0,"Amazon Digital Services,  Inc.",242.0
342,342,1999.0,,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.95,130213.0,genre fiction,1202.59,721.554,4.99,,Simon and Schuster Digital Sales Inc,241.0
343,343,2012.0,Brain on Fire,Susannah Cahalan,eng,Intermediate,4.0,92849.0,,2566.65,1539.99,10.65,368.0,,241.0
344,344,2007.0,Wicked Lovely ,Melissa Marr,en-US,Intermediate,3.69,131034.0,genre fiction,1197.6,718.56,4.99,370.0,Simon and Schuster Digital Sales Inc,240.0
345,345,1941.0,Curious George,H.A. Rey,en-CA,Excellent,4.13,,genre fiction,236.61,141.966,0.99,371.0,"Amazon Digital Services,  Inc.",239.0
346,346,1979.0,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",eng,Excellent,4.17,109110.0,genre fiction,953.61,0.0,3.99,372.0,"Amazon Digital Services,  Inc.",239.0
347,347,1998.0,A Beautiful Mind,Sylvia Nasar,en-GB,Excellent,4.12,,genre fiction,1544.62,926.772,6.49,373.0,,238.0
348,348,1906.0,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",eng,Intermediate,3.72,97468.0,,1419.63,851.778,5.99,375.0,Random House LLC,237.0
349,349,2008.0,The Summoning,Kelley Armstrong,en-US,Excellent,4.03,,genre fiction,471.63,0.0,1.99,376.0,"Amazon Digital Services,  Inc.",237.0
350,350,1985.0,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,en-US,Excellent,4.04,102419.0,nonfiction,1182.63,709.578,4.99,376.0,Random House LLC,237.0
351,351,1978.0,Storm Island,Ken Follett,en-US,Excellent,4.16,93475.0,fiction,708.63,0.0,2.99,376.0,"Amazon Digital Services,  Inc.",237.0
352,352,2000.0,The Blind Assassin,Margaret Atwood,eng,Intermediate,3.95,,nonfiction,1885.64,1131.384,7.99,,HarperCollins Christian Publishing,236.0
353,353,2014.0,Hollow City,Ransom Riggs,eng,Excellent,4.07,73149.0,genre fiction,1642.65,,6.99,380.0,Penguin Group (USA) LLC,235.0
354,354,1999.0,House of Sand and Fog,Andre Dubus III,eng,Intermediate,3.83,55381.0,genre fiction,933.66,560.196,3.99,381.0,"Amazon Digital Services,  Inc.",234.0
355,355,2014.0,The Girl with All the Gifts,M.R. Carey,eng,Intermediate,3.93,99729.0,genre fiction,463.67,278.202,1.99,,,233.0
356,356,1930.0,As I Lay Dying,William Faulkner,eng,Intermediate,3.72,103547.0,nonfiction,461.68,277.008,1.99,385.0,HarperCollins Publishers,6264.0
357,357,1955.0,Harold and the Purple Crayon,,,Excellent,4.24,107221.0,genre fiction,925.68,0.0,3.99,385.0,"Amazon Digital Services,  Inc.",6264.0
358,358,2006.0,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,eng,Excellent,4.35,137558.0,nonfiction,2460.15,1476.09,10.65,387.0,Random House LLC,6237.0
359,359,1953.0,,Isaac Asimov,eng,Excellent,4.23,96865.0,nonfiction,690.69,414.414,2.99,388.0,HarperCollins Publishers,6237.0
360,360,2001.0,Fool Moon ,Jim Butcher,eng,Excellent,4.04,111371.0,genre fiction,687.7,412.62,2.99,389.0,Macmillan,6210.0
361,361,2011.0,David and Goliath,Malcolm Gladwell,eng,Intermediate,3.9,90083.0,nonfiction,2509.3,1505.58,10.91,,Random House LLC,6210.0
362,362,2002.0,é‹¼ã®éŒ¬é‡‘è¡“å¸« 1,"Hiromu Arakawa, Akira Watanabe",,Famous,4.49,93990.0,genre fiction,226.71,0.0,0.99,,"Amazon Digital Services,  Inc.",6183.0
363,363,1989.0,Guards! Guards!,Terry Pratchett,eng,Excellent,4.32,108652.0,genre fiction,1142.71,0.0,4.99,392.0,"Amazon Digital Services,  Inc.",6183.0
364,364,2005.0,The Year of Magical Thinking,Joan Didion,eng,Intermediate,3.86,94590.0,genre fiction,909.72,0.0,3.99,393.0,"Amazon Digital Services,  Inc.",6156.0
365,365,2003.0,We Need to Talk About Kevin,Lionel Shriver,eng,Excellent,4.07,101343.0,genre fiction,5902.92,3541.752,25.89,,,6156.0
366,366,1973.0,Rendezvous with Rama,Arthur C. Clarke,eng,Excellent,4.06,93151.0,genre fiction,1468.69,881.214,6.47,395.0,,6129.0
367,367,1988.0,The Queen of the Damned,Anne Rice,eng,Intermediate,3.86,110693.0,,223.74,134.244,0.99,397.0,"Amazon Digital Services,  Inc.",6102.0
368,368,1920.0,The Age of Innocence,"Edith Wharton, Maureen Howard",eng,Intermediate,3.93,102646.0,genre fiction,1188.76,713.256,5.26,398.0,"Amazon Digital Services,  Inc.",6102.0
369,369,1976.0,The Selfish Gene,Richard Dawkins,eng,Excellent,4.11,96564.0,genre fiction,897.75,538.65,3.99,400.0,,6075.0
370,370,2001.0,Year of Wonders: A Novel of the Plague,Geraldine Brooks,eng,Intermediate,4.0,104283.0,genre fiction,221.76,0.0,0.99,401.0,"Amazon Digital Services,  Inc.",6048.0
371,371,1992.0,The Black Echo,Michael Connelly,eng,Excellent,4.08,98591.0,nonfiction,1274.56,764.736,5.69,401.0,"Amazon Digital Services,  Inc.",6048.0
372,372,1938.0,Anthem,Ayn Rand,eng,Intermediate,3.62,95620.0,genre fiction,1112.77,0.0,4.99,403.0,"Amazon Digital Services,  Inc.",6021.0
373,373,2011.0,Gabriel's Inferno,Sylvain Reynard,eng,Excellent,4.02,119633.0,genre fiction,1781.77,1069.062,7.99,404.0,Penguin Group (USA) LLC,6021.0
374,374,1978.0,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",eng,Excellent,4.15,,genre fiction,1662.78,997.668,7.49,406.0,Penguin Group (USA) LLC,5994.0
375,375,2010.0,Major Pettigrew's Last Stand,Helen Simonson,,Intermediate,,97745.0,genre fiction,660.79,396.474,2.99,408.0,Simon and Schuster Digital Sales Inc,5967.0
376,376,2009.0,Vision in White,Nora Roberts,eng,Excellent,4.1,103933.0,genre fiction,437.8,262.68,1.99,409.0,,5940.0
377,377,2006.0,The Tenth Circle,Jodi Picoult,eng,Novice,3.48,99170.0,genre fiction,3955.6,2373.36,17.98,409.0,"Amazon Digital Services,  Inc.",5940.0
378,378,2011.0,The Throne of Fire,Rick Riordan,eng,Excellent,4.2,116360.0,nonfiction,2067.36,1240.416,9.44,411.0,"Amazon Digital Services,  Inc.",5913.0
379,379,2005.0,Old Man's War,John Scalzi,eng,Excellent,4.23,97653.0,genre fiction,1311.81,787.086,5.99,,Macmillan,5913.0
380,380,1992.0,Gerald's Game,Stephen King,eng,Famous,3.47,100158.0,fiction,433.82,260.292,1.99,413.0,"Amazon Digital Services,  Inc.",5886.0
381,381,1996.0,Two for the Dough,Janet Evanovich,eng,Excellent,4.11,116171.0,nonfiction,2177.82,1306.692,9.99,414.0,"Amazon Digital Services,  Inc.",5886.0
382,382,1931.0,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",,Excellent,4.14,102348.0,fiction,1864.03,1118.418,8.59,415.0,Hachette Book Group,5859.0
383,383,1974.0,The Forever War,Joe Haldeman,eng,Excellent,4.15,87636.0,genre fiction,214.83,128.898,0.99,,"Amazon Digital Services,  Inc.",5859.0
384,384,1994.0,Insomnia,"Stephen King, Bettina Blanch Tyroller",spa,Intermediate,3.79,,genre fiction,2311.05,1386.63,10.65,416.0,Random House LLC,5859.0
385,385,2003.0,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,eng,Intermediate,,94696.0,genre fiction,1072.85,0.0,4.99,419.0,"Amazon Digital Services,  Inc.",5805.0
386,386,2006.0,The Blade Itself,Joe Abercrombie,eng,Excellent,4.14,97501.0,,1717.85,1030.71,7.99,419.0,Random House LLC,5805.0
387,387,2002.0,The Arctic Incident,Eoin Colfer,eng,Intermediate,3.94,108031.0,nonfiction,642.85,385.71,2.99,420.0,"Amazon Digital Services,  Inc.",5805.0
388,388,1993.0,,Annie Proulx,eng,Intermediate,3.83,103151.0,genre fiction,1281.86,0.0,5.99,421.0,"Amazon Digital Services,  Inc.",5778.0
389,389,2011.0,äººç”ŸãŒã¨ãã‚ãç‰‡ã¥ã‘ã®é­”æ³•,"Marie KondÅ, Cathy Hirano",eng,Intermediate,3.77,105063.0,,849.87,509.922,3.99,423.0,"Amazon Digital Services,  Inc.",5751.0
390,390,2015.0,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",eng,Excellent,4.19,132087.0,genre fiction,,254.322,1.99,423.0,HarperCollins Publishers,5751.0
391,391,1997.0,DÃ©jÃ  Dead,Kathy Reichs,eng,Intermediate,3.86,100369.0,,1062.87,637.722,4.99,424.0,Hachette Book Group,5751.0
392,392,,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,eng,Intermediate,3.84,58396.0,genre fiction,1693.88,1016.328,7.99,425.0,Penguin Group (USA) LLC,5724.0
393,393,2011.0,The Marriage Plot,Jeffrey Eugenides,,Novice,3.42,90551.0,genre fiction,1080.32,648.192,5.12,427.0,,5697.0
394,394,1998.0,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",eng,Intermediate,3.89,89770.0,genre fiction,630.89,0.0,2.99,428.0,"Amazon Digital Services,  Inc.",5697.0
395,395,2015.0,Luckiest Girl Alive,Jessica Knoll,eng,Novice,3.48,82504.0,genre fiction,2007.6,1204.56,9.56,430.0,,5670.0
396,396,,,Ellen Hopkins,eng,Excellent,4.16,104168.0,genre fiction,833.91,0.0,3.99,431.0,"Amazon Digital Services,  Inc.",5643.0
397,397,2012.0,The Raven Boys,Maggie Stiefvater,eng,Excellent,4.05,121727.0,nonfiction,206.91,124.146,0.99,432.0,"Amazon Digital Services,  Inc.",5643.0
398,398,1954.0,I Am Legend and Other Stories,Richard Matheson,eng,Intermediate,3.99,98795.0,genre fiction,621.92,0.0,2.99,,"Amazon Digital Services,  Inc.",5616.0
399,399,2008.0,Olive Kitteridge,Elizabeth Strout,eng,Intermediate,3.78,85019.0,genre fiction,205.92,0.0,0.99,433.0,"Amazon Digital Services,  Inc.",5616.0
400,400,2014.0,Not that Kind of Girl,"Lena Dunham, Joana Avillez",eng,Novice,3.33,88251.0,,1245.92,747.552,5.99,434.0,Random House LLC,5616.0
401,401,2001.0,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,eng,Excellent,4.04,85277.0,genre fiction,1032.93,0.0,4.99,436.0,"Amazon Digital Services,  Inc.",5589.0
402,402,2009.0,Fire,Kristin Cashore,en-US,Excellent,4.12,98180.0,genre fiction,2457.95,,11.99,439.0,Penguin Group (USA) LLC,5535.0
403,403,1952.0,En attendant Godot,Samuel Beckett,eng,Intermediate,3.81,98950.0,genre fiction,1621.97,973.182,7.99,444.0,Penguin Group (USA) LLC,5481.0
404,404,1906.0,White Fang,Jack London,eng,Intermediate,3.94,100223.0,genre fiction,1703.17,1021.902,8.39,444.0,Random House LLC,5481.0
405,405,2003.0,Wolves of the Calla,"Stephen King, Bernie Wrightson",eng,Excellent,4.17,98182.0,genre fiction,603.98,,2.99,445.0,"Amazon Digital Services,  Inc.",5454.0
406,406,2000.0,His Dark Materials,Philip Pullman,eng,Excellent,4.25,88227.0,genre fiction,603.98,0.0,2.99,445.0,"Amazon Digital Services,  Inc.",5454.0
407,407,2012.0,The Edge of Never,J.A. Redmerski,en-US,Excellent,4.26,,genre fiction,600.99,360.594,2.99,,Simon and Schuster Digital Sales Inc,5427.0
408,408,2013.0,Reconstructing Amelia,Kimberly McCreight,eng,Intermediate,3.82,86965.0,,198.99,119.394,0.99,447.0,"Amazon Digital Services,  Inc.",5427.0
409,409,2014.0,The One Plus One,Jojo Moyes,eng,Intermediate,3.94,87412.0,genre fiction,399.99,239.994,1.99,448.0,Hachette Book Group,5427.0
410,410,1998.0,The Hours,Michael Cunningham,en-US,Intermediate,3.91,97462.0,genre fiction,500.0,300.0,2.5,449.0,,5400.0
411,411,2012.0,Wallbanger,Alice Clayton,eng,Excellent,4.1,134805.0,nonfiction,1898.0,0.0,9.49,450.0,"Amazon Digital Services,  Inc.",5400.0
412,412,1997.0,Holidays on Ice,David Sedaris,eng,Intermediate,3.95,82591.0,genre fiction,595.01,0.0,2.99,452.0,"Amazon Digital Services,  Inc.",5373.0
413,413,1996.0,Desperation,Stephen King,eng,Intermediate,3.8,94821.0,genre fiction,196.02,117.612,0.99,453.0,"Amazon Digital Services,  Inc.",5346.0
414,414,2011.0,Passion,,eng,Intermediate,3.89,119735.0,genre fiction,790.02,0.0,3.99,454.0,"Amazon Digital Services,  Inc.",5346.0
415,415,2012.0,The Kill Order,James Dashner,,Intermediate,3.69,96568.0,genre fiction,1059.86,635.916,5.38,,Random House LLC,5319.0
416,416,2011.0,Angelfall,Susan Ee,en-US,Excellent,4.19,73886.0,genre fiction,194.04,0.0,0.99,457.0,"Amazon Digital Services,  Inc.",5292.0
417,417,2001.0,Empire Falls,Richard Russo,eng,Intermediate,3.91,90811.0,genre fiction,586.04,0.0,2.99,458.0,"Amazon Digital Services,  Inc.",5292.0
418,418,1993.0,The Fires of Heaven,Robert Jordan,,Excellent,4.13,93227.0,children,1480.05,888.03,7.59,459.0,Random House LLC,5265.0
419,419,2014.0,I'll Give You the Sun,Jandy Nelson,eng,Excellent,4.14,,genre fiction,583.05,349.83,2.99,460.0,Simon and Schuster Digital Sales Inc,5265.0
420,420,,Survivor,Chuck Palahniuk,en-US,Intermediate,3.93,49551.0,genre fiction,192.06,115.236,0.99,462.0,HarperCollins Publishers,5238.0
421,421,2007.0,Shopaholic and Baby,Sophie Kinsella,eng,Intermediate,,98130.0,genre fiction,191.07,0.0,0.99,463.0,"Amazon Digital Services,  Inc.",5211.0
422,422,2004.0,The Dark Tower,Stephen King,en-US,Excellent,4.27,93296.0,genre fiction,770.07,0.0,3.99,463.0,"Amazon Digital Services,  Inc.",5211.0
423,423,2009.0,Twilight Director's Notebook,Catherine Hardwicke,en-US,Excellent,4.2,,genre fiction,1726.08,1035.648,8.99,465.0,HarperCollins Publishers,5184.0
424,424,2001.0,Shopaholic Abroad,Sophie Kinsella,en-US,Intermediate,3.75,93498.0,genre fiction,1468.79,881.274,7.69,468.0,Penguin Group (USA) LLC,5157.0
425,425,1984.0,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,en-US,Excellent,4.29,91625.0,genre fiction,948.1,0.0,4.99,470.0,"Amazon Digital Services,  Inc.",5130.0
426,426,2010.0,Linger,Maggie Stiefvater,en-US,Intermediate,3.91,125363.0,genre fiction,376.11,0.0,1.99,471.0,"Amazon Digital Services,  Inc.",5103.0
427,427,1908.0,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,,Famous,4.42,92142.0,genre fiction,1510.11,906.066,7.99,,Random House LLC,5103.0
428,428,1916.0,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",eng,Intermediate,3.6,92569.0,fiction,565.11,339.066,2.99,472.0,Random House LLC,5103.0
429,429,2009.0,The Gathering Storm,"Robert Jordan, Brandon Sanderson",eng,Excellent,4.34,94095.0,genre fiction,750.12,0.0,3.99,473.0,"Amazon Digital Services,  Inc.",5076.0
430,430,1871.0,Middlemarch,"George Eliot, Michel Faber",eng,Intermediate,3.93,95995.0,nonfiction,186.12,0.0,0.99,474.0,"Amazon Digital Services,  Inc.",5076.0
431,431,2012.0,Point of Retreat,Colleen Hoover,eng,Excellent,4.3,109344.0,genre fiction,185.13,0.0,0.99,475.0,"Amazon Digital Services,  Inc.",5049.0
432,432,1997.0,The Partner,John Grisham,,Intermediate,3.89,86870.0,genre fiction,746.13,0.0,3.99,476.0,"Amazon Digital Services,  Inc.",5049.0
433,433,1973.0,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,eng,Famous,4.59,90907.0,genre fiction,184.14,110.484,0.99,477.0,"Amazon Digital Services,  Inc.",5022.0
434,434,,Thoughtless,S.C. Stephens,eng,Excellent,4.12,90483.0,genre fiction,1114.14,668.484,5.99,478.0,Penguin Group (USA) LLC,5022.0
435,435,1986.0,Presumed Innocent,Scott Turow,,Excellent,4.1,91774.0,genre fiction,553.15,331.89,2.99,479.0,"Amazon Digital Services,  Inc.",4995.0
436,436,1989.0,The Dark Half,Stephen King,eng,Intermediate,3.74,94624.0,genre fiction,550.16,330.096,2.99,482.0,Macmillan,4968.0
437,437,2006.0,Cleopatra: A Life,Stacy Schiff,eng,Intermediate,3.62,73994.0,genre fiction,181.17,0.0,0.99,,"Amazon Digital Services,  Inc.",4941.0
438,438,2005.0,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,en-US,Intermediate,3.66,78271.0,genre fiction,544.18,326.508,2.99,485.0,Hachette Book Group,4914.0
439,439,2013.0,Steelheart,Brandon Sanderson,eng,Excellent,4.16,,genre fiction,1243.06,745.836,6.83,486.0,Penguin Group (USA) LLC,4914.0
440,440,1995.0,,"Marcus Pfister, J. Alison James",en-US,Excellent,4.15,95421.0,genre fiction,903.19,0.0,4.99,488.0,"Amazon Digital Services,  Inc.",4887.0
441,441,1864.0,Voyage au centre de la Terre,Jules Verne,eng,Intermediate,3.84,89410.0,nonfiction,1726.2,1035.72,9.59,489.0,Macmillan,4860.0
442,442,,The Happiness Project,,eng,Intermediate,3.57,94456.0,,177.21,106.326,0.99,491.0,"Amazon Digital Services,  Inc.",4833.0
443,443,1962.0,The Man in the High Castle,Philip K. Dick,eng,Intermediate,3.66,84180.0,genre fiction,2280.46,1368.276,12.74,492.0,Hachette Book Group,4833.0
444,444,1974.0,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",en-GB,Intermediate,4.0,92158.0,genre fiction,176.22,0.0,0.99,493.0,"Amazon Digital Services,  Inc.",4806.0
445,445,,,"Robert Kapilow, Dr. Seuss",,Famous,4.44,90574.0,nonfiction,532.22,319.332,2.99,493.0,Hachette Book Group,4806.0
446,446,1320.0,,"Dante Alighieri, Anthony M. Esolen",,Intermediate,3.99,87511.0,fiction,354.22,212.532,1.99,493.0,Hachette Book Group,4806.0
447,447,2012.0,Shadow of Night,Deborah Harkness,eng,Excellent,4.04,97925.0,genre fiction,1242.44,745.464,6.98,494.0,"Amazon Digital Services,  Inc.",4806.0
448,448,2014.0,Leaving Time,Jodi Picoult,eng,Intermediate,3.94,,fiction,175.23,105.138,0.99,495.0,"Amazon Digital Services,  Inc.",4779.0
449,449,2006.0,Moon Called,Patricia Briggs,eng,Excellent,4.18,129150.0,genre fiction,350.24,0.0,1.99,497.0,,4752.0
450,450,2006.0,Blue Bloods,Melissa de la Cruz,en-US,Intermediate,3.68,,genre fiction,702.24,421.344,3.99,497.0,"Amazon Digital Services,  Inc.",4752.0
451,451,1994.0,The Alienist,Caleb Carr,,Excellent,4.05,96981.0,genre fiction,1230.24,738.144,,498.0,HarperCollins Publishers,4752.0
452,452,2015.0,Between the World and Me,Ta-Nehisi Coates,eng,Famous,4.4,74218.0,,523.25,0.0,2.99,499.0,"Amazon Digital Services,  Inc.",4725.0
453,453,1667.0,Paradise Lost,"John Milton, John      Leonard",eng,Intermediate,3.8,96316.0,genre fiction,868.26,0.0,4.99,502.0,"Amazon Digital Services,  Inc.",4698.0
454,454,2009.0,The Big Short: Inside the Doomsday Machine,Michael   Lewis,en-US,Excellent,4.26,37090.0,fiction,1216.26,729.756,6.99,502.0,Simon and Schuster Digital Sales Inc,4698.0
455,455,1999.0,The Girl Who Loved Tom Gordon,Stephen King,,Intermediate,3.56,,nonfiction,1346.76,808.056,7.74,503.0,"Amazon Digital Services,  Inc.",4698.0
456,456,2011.0, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",eng,Excellent,4.36,104579.0,,1842.45,1105.47,10.65,505.0,Random House LLC,4671.0
457,457,2010.0,Towers of Midnight,"Robert Jordan, Brandon Sanderson",,Famous,4.42,91383.0,fiction,344.27,206.562,1.99,,"Amazon Digital Services,  Inc.",4671.0
458,458,1971.0,The Day of the Jackal,Frederick Forsyth,eng,Excellent,4.25,85883.0,genre fiction,171.27,0.0,0.99,508.0,"Amazon Digital Services,  Inc.",4671.0
459,459,2010.0,Rework,"Jason Fried, David Heinemeier Hansson",eng,Intermediate,3.93,88626.0,genre fiction,517.27,310.362,2.99,509.0,Simon and Schuster Digital Sales Inc,4671.0
460,460,2011.0,Attachments,Rainbow Rowell,eng,Intermediate,3.95,105414.0,genre fiction,170.28,102.168,0.99,511.0,"Amazon Digital Services,  Inc.",4644.0
461,461,2005.0,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",,Intermediate,3.88,89204.0,genre fiction,1632.28,979.368,9.49,513.0,Penguin Group (USA) LLC,4644.0
462,462,2012.0,Tell the Wolves I'm Home,Carol Rifka Brunt,eng,Excellent,4.04,85582.0,genre fiction,340.29,0.0,1.99,514.0,"Amazon Digital Services,  Inc.",4617.0
463,463,1972.0,All Creatures Great And Small,James Herriot,,Excellent,4.31,64779.0,genre fiction,1024.29,0.0,5.99,514.0,"Amazon Digital Services,  Inc.",4617.0
464,464,2011.0,The Unbecoming of Mara Dyer,Michelle Hodkin,eng,Excellent,4.09,83847.0,fiction,1879.29,1127.574,10.99,516.0,Macmillan,4617.0
465,465,1997.0,Three to Get Deadly,Janet Evanovich,en-US,Excellent,4.14,113400.0,genre fiction,1109.79,665.874,6.49,517.0,Hachette Book Group,4617.0
466,466,1905.0,The Scarlet Pimpernel,Emmuska Orczy,eng,Excellent,4.06,,fiction,648.09,388.854,3.79,517.0,Hachette Book Group,4617.0
467,467,1971.0,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",,Famous,4.45,102184.0,genre fiction,340.29,0.0,1.99,,"Amazon Digital Services,  Inc.",4617.0
468,468,1972.0,Tales of a Fourth Grade Nothing,Judy Blume,eng,Excellent,4.09,106435.0,,508.3,304.98,,519.0,Penguin Group (USA) LLC,4590.0
